Date,Site,Area,Shift,ICU/IMC Needs,Float Filled,Unfilled,Float Cancelled,Over,On-Call,Unit Filled,Support staff requested,Support staff filled,Comments Unit Staff Floating,Staffing to grid?
2/6/2020,Hospital 4,ICU,q11,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 5,ICU,q11,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 6,IMC,q11,0,0,0,0,0,0,0,,,,
2/6/2020,Float,ICU,q11,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 1,SICU,E,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 1,MICU,E,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 2,ICU,E,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 2,IMC,E,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 3,ICU,E,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 4,ICU,E,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 5,ICU,E,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 6,IMC,E,0,0,0,0,0,0,0,,,,
2/6/2020,Float,ICU,E,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 1,SICU,P,4,2,2,0,0,0,0,2 PB,,,
2/6/2020,Hospital 1,MICU,P,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 2,ICU,P,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 2,IMC,P,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 3,ICU,P,1,1,0,0,0,0,0,,,,
2/6/2020,Hospital 4,ICU,P,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 5,ICU,P,3,2,1,0,0,0,0,,,,
2/6/2020,Hospital 6,IMC,P,0,0,0,0,0,0,0,,,,
2/6/2020,Float,ICU,P,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 1,SICU,N,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 1,MICU,N,1,1,0,0,0,0,0,,,,
2/6/2020,Hospital 2,ICU,N,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 2,IMC,N,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 3,ICU,N,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 4,ICU,N,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 5,ICU,N,0,0,0,0,0,0,0,,,,
2/6/2020,Hospital 6,IMC,N,0,0,0,0,0,0,0,,,,
2/6/2020,Float,ICU,N,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 1,SICU,A,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 1,MICU,A,1,1,0,0,0,0,0,,,,
2/7/2020,Hospital 2,ICU,A,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 2,IMC,A,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 3,ICU,A,1,1,0,0,0,0,0,,,,
2/7/2020,Hospital 4,ICU,A,1,1,0,0,0,0,0,,,,
2/7/2020,Hospital 5,ICU,A,2,0,2,0,0,0,0,,,,
2/7/2020,Hospital 6,IMC,A,0,0,0,0,0,0,0,,,,
2/7/2020,Float,ICU,A,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 1,SICU,D,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 1,MICU,D,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 2,ICU,D,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 2,IMC,D,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 3,ICU,D,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 4,ICU,D,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 5,ICU,D,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 6,IMC,D,0,0,0,0,0,0,0,,,,
2/7/2020,Float,ICU,D,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 1,SICU,q11,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 1,MICU,q11,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 2,ICU,q11,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 2,IMC,q11,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 3,ICU,q11,1,1,0,0,0,0,0,,,,
2/7/2020,Hospital 4,ICU,q11,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 5,ICU,q11,2,0,2,0,0,0,0,,,,
2/7/2020,Hospital 6,IMC,q11,0,0,0,0,0,0,0,,,,
2/7/2020,Float,ICU,q11,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 1,SICU,E,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 1,MICU,E,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 2,ICU,E,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 2,IMC,E,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 3,ICU,E,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 4,ICU,E,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 5,ICU,E,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 6,IMC,E,0,0,0,0,0,0,0,,,,
2/7/2020,Float,ICU,E,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 1,SICU,P,5,3,2,0,0,0,0,2 pre-booked,,,
2/7/2020,Hospital 1,MICU,P,1,0,1,0,0,0,0,,,,
2/7/2020,Hospital 2,ICU,P,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 2,IMC,P,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 3,ICU,P,1,1,0,0,0,0,0,,,,
2/7/2020,Hospital 4,ICU,P,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 5,ICU,P,2,1,1,0,0,0,0,,,,
2/7/2020,Hospital 6,IMC,P,0,0,0,0,0,0,0,,,,
2/7/2020,Float,ICU,P,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 1,SICU,N,2,0,2,0,0,0,0,,,,
2/7/2020,Hospital 1,MICU,N,1,0,1,0,0,0,0,,,,
2/7/2020,Hospital 2,ICU,N,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 2,IMC,N,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 3,ICU,N,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 4,ICU,N,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 5,ICU,N,0,0,0,0,0,0,0,,,,
2/7/2020,Hospital 6,IMC,N,0,0,0,0,0,0,0,,,,
2/7/2020,Float,ICU,N,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 1,SICU,A,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 1,MICU,A,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 2,ICU,A,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 2,IMC,A,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 3,ICU,A,2,1,1,0,0,0,0,1  PB,,,
2/8/2020,Hospital 4,ICU,A,2,1,1,0,0,0,0,,,,
2/8/2020,Hospital 5,ICU,A,1,1,0,0,0,0,0,,,,
2/8/2020,Hospital 6,IMC,A,0,0,0,0,0,0,0,,,,
2/8/2020,Float,ICU,A,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 1,SICU,D,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 1,MICU,D,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 2,ICU,D,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 2,IMC,D,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 3,ICU,D,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 4,ICU,D,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 5,ICU,D,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 6,IMC,D,0,0,0,0,0,0,0,,,,
2/8/2020,Float,ICU,D,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 1,SICU,q11,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 1,MICU,q11,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 2,ICU,q11,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 2,IMC,q11,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 3,ICU,q11,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 4,ICU,q11,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 5,ICU,q11,1,0,1,0,0,0,0,1 for Holds in ED,,,
2/8/2020,Hospital 6,IMC,q11,0,0,0,0,0,0,0,,,,
2/8/2020,Float,ICU,q11,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 1,SICU,E,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 1,MICU,E,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 2,ICU,E,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 2,IMC,E,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 3,ICU,E,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 4,ICU,E,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 5,ICU,E,1,0,1,0,0,0,0,,,,
2/8/2020,Hospital 6,IMC,E,0,0,0,0,0,0,0,,,,
2/8/2020,Float,ICU,E,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 1,SICU,P,2,1,1,0,0,0,0,1 PB,,,
2/8/2020,Hospital 1,MICU,P,2,1,1,0,0,0,0,,,,
2/8/2020,Hospital 2,ICU,P,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 2,IMC,P,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 3,ICU,P,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 4,ICU,P,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 5,ICU,P,1,1,0,0,0,0,0,1 MS for Hospital 5 ICU,,,
2/8/2020,Hospital 6,IMC,P,0,0,0,0,0,0,0,,,,
2/8/2020,Float,ICU,P,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 1,SICU,N,1,0,1,0,0,0,0,,,,
2/8/2020,Hospital 1,MICU,N,1,0,1,0,0,0,0,,,,
2/8/2020,Hospital 2,ICU,N,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 2,IMC,N,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 3,ICU,N,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 4,ICU,N,1,0,1,0,0,0,0,,,,
2/8/2020,Hospital 5,ICU,N,0,0,0,0,0,0,0,,,,
2/8/2020,Hospital 6,IMC,N,0,0,0,0,0,0,0,,,,
2/8/2020,Float,ICU,N,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 1,SICU,A,2,0,2,0,0,0,0,,,,
2/9/2020,Hospital 1,MICU,A,1,0,1,0,0,0,0,,,,
2/9/2020,Hospital 2,ICU,A,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 2,IMC,A,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 3,ICU,A,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 4,ICU,A,4,3,1,0,0,0,0,1PB,,,
2/9/2020,Hospital 5,ICU,A,1,1,0,0,0,0,0,,,,
2/9/2020,Hospital 6,IMC,A,0,0,0,0,0,0,0,,,,
2/9/2020,Float,ICU,A,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 1,SICU,D,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 1,MICU,D,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 2,ICU,D,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 2,IMC,D,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 3,ICU,D,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 4,ICU,D,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 5,ICU,D,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 6,IMC,D,0,0,0,0,0,0,0,,,,
2/9/2020,Float,ICU,D,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 1,SICU,q11,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 1,MICU,q11,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 2,ICU,q11,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 2,IMC,q11,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 3,ICU,q11,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 4,ICU,q11,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 5,ICU,q11,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 6,IMC,q11,0,0,0,0,0,0,0,,,,
2/9/2020,Float,ICU,q11,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 1,SICU,E,1,0,1,0,0,0,0,,,,
2/9/2020,Hospital 1,MICU,E,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 2,ICU,E,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 2,IMC,E,1,0,1,0,0,0,0,,,,
2/9/2020,Hospital 3,ICU,E,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 4,ICU,E,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 5,ICU,E,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 6,IMC,E,0,0,0,0,0,0,0,,,,
2/9/2020,Float,ICU,E,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 1,SICU,P,3,3,0,0,0,0,0,,,,
2/9/2020,Hospital 1,MICU,P,1,0,1,0,0,0,0,,,,
2/9/2020,Hospital 2,ICU,P,1,0,1,0,0,0,0,,,,
2/9/2020,Hospital 2,IMC,P,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 3,ICU,P,1,0,1,0,0,0,0,,,,
2/9/2020,Hospital 4,ICU,P,1,1,0,0,0,0,0,,,,
2/9/2020,Hospital 5,ICU,P,3,1,2,0,0,0,0,,,,
2/9/2020,Hospital 6,IMC,P,0,0,0,0,0,0,0,,,,
2/9/2020,Float,ICU,P,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 1,SICU,N,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 1,MICU,N,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 2,ICU,N,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 2,IMC,N,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 3,ICU,N,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 4,ICU,N,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 5,ICU,N,0,0,0,0,0,0,0,,,,
2/9/2020,Hospital 6,IMC,N,0,0,0,0,0,0,0,,,,
2/9/2020,Float,ICU,N,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 1,SICU,A,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 1,MICU,A,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 2,ICU,A,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 2,IMC,A,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 3,ICU,A,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 4,ICU,A,2,1,1,0,0,0,0,,,,
2/10/2020,Hospital 5,ICU,A,2,1,1,0,0,0,0,1 FF,,,
2/10/2020,Hospital 6,IMC,A,0,0,0,0,0,0,0,,,,
2/10/2020,Float,ICU,A,0,0,0,0,0,0,0,Hospital 7 1 pb icu rn,,,
2/10/2020,Hospital 1,SICU,D,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 1,MICU,D,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 2,ICU,D,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 2,IMC,D,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 3,ICU,D,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 4,ICU,D,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 5,ICU,D,1,1,0,0,0,0,0,1 FF,,,
2/10/2020,Hospital 6,IMC,D,0,0,0,0,0,0,0,,,,
2/10/2020,Float,ICU,D,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 1,SICU,q11,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 1,MICU,q11,1,0,1,0,0,0,0,,,,
2/10/2020,Hospital 2,ICU,q11,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 2,IMC,q11,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 3,ICU,q11,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 4,ICU,q11,1,0,1,0,0,0,0,,,,
2/10/2020,Hospital 5,ICU,q11,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 6,IMC,q11,0,0,0,0,0,0,0,,,,
2/10/2020,Float,ICU,q11,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 1,SICU,E,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 1,MICU,E,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 2,ICU,E,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 2,IMC,E,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 3,ICU,E,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 4,ICU,E,1,0,1,0,0,0,0,,,,
2/10/2020,Hospital 5,ICU,E,1,0,1,0,0,0,0,,,,
2/10/2020,Hospital 6,IMC,E,0,0,0,0,0,0,0,,,,
2/10/2020,Float,ICU,E,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 1,SICU,P,5,4,1,0,0,0,0,4 pre-booked,,,
2/10/2020,Hospital 1,MICU,P,1,0,1,0,0,0,0,,,,
2/10/2020,Hospital 2,ICU,P,1,0,1,0,0,0,0,,,,
2/10/2020,Hospital 2,IMC,P,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 3,ICU,P,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 4,ICU,P,2,1,1,0,0,0,0,,,,
2/10/2020,Hospital 5,ICU,P,2,0,2,0,0,0,0,,,,
2/10/2020,Hospital 6,IMC,P,1,1,0,0,0,0,0,1 pre-booked,,,
2/10/2020,Float,ICU,P,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 1,SICU,N,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 1,MICU,N,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 2,ICU,N,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 2,IMC,N,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 3,ICU,N,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 4,ICU,N,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 5,ICU,N,0,0,0,0,0,0,0,,,,
2/10/2020,Hospital 6,IMC,N,0,0,0,0,0,0,0,,,,
2/10/2020,Float,ICU,N,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 1,SICU,A,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 1,MICU,A,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 2,ICU,A,1,1,0,0,0,0,0,1pb,,,
2/11/2020,Hospital 2,IMC,A,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 3,ICU,A,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 4,ICU,A,1,1,0,0,0,0,0,,,,
2/11/2020,Hospital 5,ICU,A,2,0,2,0,0,0,0,,,,
2/11/2020,Hospital 6,IMC,A,0,0,0,0,0,0,0,,,,
2/11/2020,Float,ICU,A,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 1,SICU,D,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 1,MICU,D,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 2,ICU,D,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 2,IMC,D,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 3,ICU,D,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 4,ICU,D,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 5,ICU,D,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 6,IMC,D,0,0,0,0,0,0,0,,,,
2/11/2020,Float,ICU,D,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 1,SICU,q11,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 1,MICU,q11,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 2,ICU,q11,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 2,IMC,q11,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 3,ICU,q11,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 4,ICU,q11,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 5,ICU,q11,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 6,IMC,q11,0,0,0,0,0,0,0,,,,
2/11/2020,Float,ICU,q11,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 1,SICU,E,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 1,MICU,E,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 2,ICU,E,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 2,IMC,E,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 3,ICU,E,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 4,ICU,E,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 5,ICU,E,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 6,IMC,E,0,0,0,0,0,0,0,,,,
2/11/2020,Float,ICU,E,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 1,SICU,P,4,3,1,0,0,0,0,3 PB,,,
2/11/2020,Hospital 1,MICU,P,3,0,3,0,0,0,0,,,,
2/11/2020,Hospital 2,ICU,P,1,0,1,0,0,0,0,,,,
2/11/2020,Hospital 2,IMC,P,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 3,ICU,P,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 4,ICU,P,1,0,1,0,0,0,0,,,,
2/11/2020,Hospital 5,ICU,P,3,1,2,0,0,0,0,1 PB,,,
2/11/2020,Hospital 6,IMC,P,1,1,0,0,0,0,0,1 PB,,,
2/11/2020,Float,ICU,P,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 1,SICU,N,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 1,MICU,N,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 2,ICU,N,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 2,IMC,N,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 3,ICU,N,1,0,1,0,0,0,0,,,,
2/11/2020,Hospital 4,ICU,N,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 5,ICU,N,0,0,0,0,0,0,0,,,,
2/11/2020,Hospital 6,IMC,N,0,0,0,0,0,0,0,,,,
2/11/2020,Float,ICU,N,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 1,SICU,A,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 1,MICU,A,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 2,ICU,A,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 2,IMC,A,1,4,-3,0,0,0,0,1 PB,,,
2/12/2020,Hospital 3,ICU,A,2,2,0,0,0,0,0,1 PB,,,
2/12/2020,Hospital 4,ICU,A,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 5,ICU,A,3,1,2,0,0,0,0,,,,
2/12/2020,Hospital 6,IMC,A,0,0,0,0,0,0,0,,,,
2/12/2020,Float,ICU,A,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 1,SICU,D,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 1,MICU,D,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 2,ICU,D,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 2,IMC,D,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 3,ICU,D,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 4,ICU,D,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 5,ICU,D,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 6,IMC,D,0,0,0,0,0,0,0,,,,
2/12/2020,Float,ICU,D,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 1,SICU,q11,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 1,MICU,q11,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 2,ICU,q11,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 2,IMC,q11,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 3,ICU,q11,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 4,ICU,q11,1,0,1,0,0,0,0,,,,
2/12/2020,Hospital 5,ICU,q11,2,0,2,0,0,0,0,,,,
2/12/2020,Hospital 6,IMC,q11,0,0,0,0,0,0,0,,,,
2/12/2020,Float,ICU,q11,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 1,SICU,E,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 1,MICU,E,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 2,ICU,E,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 2,IMC,E,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 3,ICU,E,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 4,ICU,E,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 5,ICU,E,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 6,IMC,E,0,0,0,0,0,0,0,,,,
2/12/2020,Float,ICU,E,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 1,SICU,P,6,4,2,0,0,0,0,3 pre-booked,,,
2/12/2020,Hospital 1,MICU,P,1,1,0,0,0,0,0,,,,
2/12/2020,Hospital 2,ICU,P,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 2,IMC,P,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 3,ICU,P,1,1,0,0,0,0,0,,,,
2/12/2020,Hospital 4,ICU,P,1,0,1,0,0,0,0,,,,
2/12/2020,Hospital 5,ICU,P,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 6,IMC,P,0,0,0,0,0,0,0,,,,
2/12/2020,Float,ICU,P,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 1,SICU,N,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 1,MICU,N,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 2,ICU,N,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 2,IMC,N,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 3,ICU,N,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 4,ICU,N,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 5,ICU,N,0,0,0,0,0,0,0,,,,
2/12/2020,Hospital 6,IMC,N,0,0,0,0,0,0,0,,,,
2/12/2020,Float,ICU,N,0,0,0,0,0,0,0,,,,
2/13/2020,Hospital 1,SICU,A,3,2,1,0,0,0,0,,,,
2/13/2020,Hospital 1,MICU,A,0,0,0,0,0,0,0,,,,
2/13/2020,Hospital 2,ICU,A,0,0,0,0,0,0,0,,,,
2/13/2020,Hospital 2,IMC,A,0,0,0,0,0,0,0,,,,
2/13/2020,Hospital 3,ICU,A,0,0,0,0,0,0,0,,,,
2/13/2020,Hospital 4,ICU,A,0,0,0,0,0,0,0,,,,
2/13/2020,Hospital 5,ICU,A,1,1,0,0,0,0,0,,,,
2/13/2020,Hospital 6,IMC,A,0,0,0,0,0,0,0,,,,
2/13/2020,Float,ICU,A,0,0,0,0,0,0,0,,,,
2/13/2020,Hospital 1,SICU,D,0,0,0,0,0,0,0,,,,
